LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 2d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       2

lattice         sq ${density}
lattice         sq 0.7
Lattice spacing in x,y,z = 1.1952286 1.1952286 1.1952286
region          box block 0 20 0 20 -0.5 0.5
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 -0.5976143) to (23.904572 23.904572 0.5976143)
  1 by 1 by 1 MPI processor grid
create_atoms    1 box
Created 400 atoms
  using lattice units in orthogonal box = (0 0 -0.5976143) to (23.904572 23.904572 0.5976143)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 37 37 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/2d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.057 | 3.057 | 3.057 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
         0   3              0              0              2.9925         2.09475      
       500   2.8822073      0.32964339     0              3.2046452      6.7475472    
      1000   2.9406975      0.42880767     0              3.3621535      7.6835108    
      1500   2.8827121      0.51006494     0              3.3855703      8.3020008    
      2000   2.9198056      0.40435252     0              3.3168586      7.4259081    
      2500   3.0749396      0.35980539     0              3.4270577      7.4519217    
      3000   3.0628978      0.42920706     0              3.4844477      7.4930256    
      3500   2.810579       0.45231355     0              3.2558661      7.8728068    
      4000   2.8548929      0.46019902     0              3.3079547      8.3124059    
      4500   2.8504136      0.50901229     0              3.3522999      8.4733709    
      5000   2.9137107      0.46222687     0              3.3686533      8.4066986    
      5500   2.9179983      0.39643389     0              3.3071372      7.6087079    
      6000   2.6837768      0.54695593     0              3.2240233      8.663481     
      6500   2.7131149      0.42859405     0              3.1349261      7.418025     
      7000   3.0399697      0.4886099      0              3.5209796      8.716257     
      7500   3.135997       0.46288455     0              3.5910416      8.2555007    
      8000   3.1320864      0.37764856     0              3.5019048      7.6219097    
      8500   3.2143587      0.52376112     0              3.730084       9.0106745    
      9000   2.9974285      0.56087608     0              3.550811       9.0364482    
      9500   3.0522273      0.44304686     0              3.4876436      8.062958     
     10000   3.070852       0.48558037     0              3.5487552      8.257645     
     10500   3.0411245      0.47995666     0              3.5134784      8.7128128    
     11000   3.0311847      0.47153248     0              3.4951393      8.332188     
     11500   2.795871       0.38980895     0              3.1786903      7.5835821    
     12000   2.8897367      0.35616926     0              3.2386816      7.252245     
     12500   2.896275       0.43495119     0              3.3239855      7.9324508    
     13000   2.9659615      0.50167838     0              3.460225       8.7328984    
     13500   2.9574102      0.42864753     0              3.3786642      7.8692528    
     14000   2.684995       0.37176824     0              3.0500507      7.1049919    
     14500   2.7763124      0.37769582     0              3.1470674      7.257307     
     15000   2.879563       0.45156186     0              3.323926       8.3556469    
     15500   2.8215298      0.56906269     0              3.3835387      9.173914     
     16000   3.0242056      0.49205247     0              3.5086975      8.4504469    
     16500   3.1804158      0.51203401     0              3.6844988      8.8380628    
     17000   3.1077545      0.46325873     0              3.5632439      8.0914776    
