LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 2d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       2

lattice         sq ${density}
lattice         sq 0.8
Lattice spacing in x,y,z = 1.118034 1.118034 1.118034
region          box block 0 20 0 20 -0.5 0.5
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 -0.55901699) to (22.36068 22.36068 0.55901699)
  1 by 1 by 1 MPI processor grid
create_atoms    1 box
Created 400 atoms
  using lattice units in orthogonal box = (0 0 -0.55901699) to (22.36068 22.36068 0.55901699)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 35 35 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/2d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.056 | 3.056 | 3.056 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
         0   3              0              0              2.9925         2.394        
       500   2.993595       0.51930938     0              3.5054204      10.726965    
      1000   2.7093743      0.69361168     0              3.3962126      12.17999     
      1500   2.9058107      0.60910679     0              3.5076529      11.973437    
      2000   2.9703743      0.68194996     0              3.6448984      12.211303    
      2500   2.9663077      0.74644726     0              3.7053391      13.354383    
      3000   3.0606194      0.64256727     0              3.6955351      11.740652    
      3500   3.0072086      0.71340745     0              3.713098       13.118127    
      4000   2.9677384      0.78955459     0              3.7498737      13.852635    
      4500   3.0013149      0.66851639     0              3.662328       12.223515    
      5000   2.9551939      0.65250153     0              3.6003075      12.325602    
      5500   2.8846683      0.56338593     0              3.4408426      11.189971    
      6000   2.9842789      0.61661394     0              3.5934322      11.928295    
      6500   2.8849781      0.70555449     0              3.5833201      12.732075    
      7000   2.9235541      0.63068914     0              3.5469344      11.958023    
      7500   2.9896403      0.7982335      0              3.7803997      13.329699    
      8000   2.8004186      0.66666758     0              3.4600851      12.240377    
      8500   2.9282769      0.53643806     0              3.4573943      11.05678     
      9000   2.7255203      0.62908854     0              3.347795       11.838675    
      9500   2.8399629      0.63145752     0              3.4643205      11.8445      
     10000   2.8217203      0.73170855     0              3.5463746      13.132007    
     10500   2.9366765      0.62761188     0              3.5569466      12.34317     
     11000   2.7866268      0.71186455     0              3.4915248      12.696277    
     11500   2.9558308      0.49766698     0              3.4461082      10.382372    
     12000   2.7010797      0.6210885      0              3.3154155      11.82492     
     12500   2.6765758      0.63047984     0              3.3003642      12.074727    
     13000   2.7468373      0.74579079     0              3.485761       12.981876    
     13500   2.925128       0.67380368     0              3.5916189      12.24589     
     14000   2.8346114      0.64013742     0              3.4676623      12.088884    
     14500   2.7365388      0.69707256     0              3.42677        12.301292    
     15000   2.9530084      0.62805673     0              3.5736826      12.240017    
     15500   2.8667325      0.64968569     0              3.5092514      12.040391    
     16000   2.6917942      0.69105365     0              3.3761184      12.344287    
     16500   2.8693313      0.66235961     0              3.5245176      12.07797     
     17000   2.8311523      0.69053802     0              3.5146125      13.18523     
     17500   2.9050239      0.52638982     0              3.4241512      10.716552    
     18000   2.8456332      0.49882986     0              3.337349       10.159801    
     18500   2.8027036      0.55969543     0              3.3553923      11.366568    
     19000   2.983481       0.6381901      0              3.6142124      11.938438    
     19500   3.0942465      0.69011334     0              3.7766242      12.928576    
     20000   3.1254122      0.61041098     0              3.7280096      11.899708    
     20500   3.0431396      0.73587858     0              3.7714103      13.245652    
     21000   3.1035795      0.79841779     0              3.8942384      13.779276    
     21500   3.2712975      0.55640667     0              3.8195259      11.564721    
     22000   3.1831817      0.68251045     0              3.8577342      12.962987    
     22500   3.1619983      0.5865724      0              3.7406657      11.852142    
     23000   3.1392891      0.71831188     0              3.8497527      13.091831    
     23500   3.1415887      0.60434529     0              3.73808        11.752782    
     24000   3.1066041      0.78845316     0              3.8872907      13.526439    
     24500   2.9991193      0.72159856     0              3.7132201      12.88041     
     25000   3.2711843      0.67902691     0              3.9420333      12.417824    
     25500   3.1323347      0.65806537     0              3.7825693      12.236994    
     26000   3.1747933      0.61026163     0              3.777118       12.013038    
     26500   3.124938       0.71567564     0              3.8328013      12.811769    
     27000   2.9816303      0.72121761     0              3.6953938      12.776181    
     27500   3.121256       0.6141505      0              3.7276034      11.96965     
     28000   3.1294229      0.59852194     0              3.7201213      11.536035    
     28500   3.1267157      0.6080406      0              3.7269395      11.523962    
     29000   2.9001961      0.56759676     0              3.4605423      11.052691    
     29500   3.0289554      0.57758452     0              3.5989676      11.366268    
     30000   3.1062611      0.69643507     0              3.7949306      12.816864    
     30500   3.1926215      0.6687789      0              3.8534189      12.748514    
     31000   3.269393       0.85487136     0              4.1160908      14.530481    
     31500   3.2121281      0.6831366      0              3.8872344      12.434318    
     32000   3.0345417      0.65863145     0              3.6855868      12.433785    
     32500   3.244454       0.55986702     0              3.7962099      11.61364     
     33000   3.3799143      0.60971575     0              3.9811803      12.091312    
     33500   3.1626371      0.79574955     0              3.9504801      14.031925    
     34000   3.2044691      0.55780876     0              3.7542667      11.304518    
     34500   3.1256648      0.70829747     0              3.8261481      13.045156    
     35000   3.3047048      0.82334419     0              4.1197873      14.125064    
     35500   3.1526849      0.81982495     0              3.9646281      14.488132    
     36000   3.1735966      0.65379204     0              3.8194546      12.135544    
     36500   3.0984914      0.64968997     0              3.7404351      12.468333    
     37000   2.9841954      0.67526819     0              3.6520032      12.905396    
     37500   3.0331404      0.89421122     0              3.9197688      14.670984    
     38000   3.0540651      0.60088305     0              3.647313       11.857703    
     38500   2.9951821      0.66805125     0              3.6557454      12.585623    
     39000   2.9291428      0.64055708     0              3.562377       12.143715    
     39500   2.9081662      0.73595836     0              3.6368542      12.952       
     40000   2.937856       0.57541744     0              3.5059288      11.244847    
     40500   3.0383133      0.59437843     0              3.6250959      11.955498    
     41000   3.1130743      0.60783095     0              3.7131226      11.869469    
     41500   3.0736989      0.73593865     0              3.8019533      12.993969    
     42000   3.0427802      0.77997372     0              3.8151469      13.83879     
     42500   3.234582       0.74881538     0              3.9753109      13.575672    
     43000   2.9028789      0.65762526     0              3.553247       12.414118    
     43500   2.7837279      0.71304327     0              3.4898118      13.108077    
     44000   2.6609077      0.71109376     0              3.3653492      12.613847    
     44500   2.8337584      0.70748997     0              3.534164       12.496055    
     45000   2.9091465      0.55465468     0              3.4565283      10.948789    
     45500   2.9451508      0.60918306     0              3.546971       11.886824    
     46000   2.828638       0.69782365     0              3.5193901      12.589435    
     46500   2.8558569      0.58734508     0              3.4360624      11.530267    
     47000   3.0006816      0.60329212     0              3.596472       11.763591    
     47500   2.8480492      0.70020845     0              3.5411376      12.423708    
     48000   2.9065904      0.61732594     0              3.5166498      11.824507    
     48500   2.8710232      0.56360301     0              3.4274487      11.145962    
     49000   2.8984035      0.56204097     0              3.4531984      10.919433    
